ts,event_id,type,from,to,action,자원,크기
2019-04-24,I0061,디방인연,철수,최은서,이음,유대,0.12
2019-04-24,I0061,디방인연,최은서,철수,이음,유대,0.12
2019-04-27,I0097,디방인연,김준하,홍솔우,이음,유대,0.12
2019-04-27,I0097,디방인연,홍솔우,김준하,이음,유대,0.12
2019-04-27,I0097,디방인연,김준하,홍솔우,대화,유대,0.15
2019-04-27,I0097,디방인연,홍솔우,김준하,대화,유대,0.15
2019-04-28,I0339,디방인연,한윤아,장하연,이음,유대,0.12
2019-04-28,I0339,디방인연,장하연,한윤아,이음,유대,0.12
2019-04-28,I0657,디방인연,서연채,윤현시,이음,유대,0.12
2019-04-28,I0657,디방인연,윤현시,서연채,이음,유대,0.12
2019-04-29,I0886,디방인연,박준예,박아도,이음,유대,0.12
2019-04-29,I0886,디방인연,박아도,박준예,이음,유대,0.12
2019-04-29,I0929,디방인연,전지준,박아도,이음,유대,0.12
2019-04-29,I0929,디방인연,박아도,전지준,이음,유대,0.12
2019-05-08,I0175,디방인연,오솔지,서준윤,이음,유대,0.12
2019-05-08,I0175,디방인연,서준윤,오솔지,이음,유대,0.12
2019-05-08,I0175,디방인연,오솔지,서준윤,선물,선물,2
2019-05-08,I0175,디방인연,오솔지,서준윤,선물,유대,0.4
2019-05-11,R0010,라운지재회,철수,최서시,이음승급,유대,0.8
2019-05-11,R0010,라운지재회,최서시,철수,이음승급,유대,0.8
2019-05-22,I0747,디방인연,윤수도,강서민,이음,유대,0.12
2019-05-22,I0747,디방인연,강서민,윤수도,이음,유대,0.12
2019-05-23,I0014,디방인연,철수,한민지,이음,유대,0.12
2019-05-23,I0014,디방인연,한민지,철수,이음,유대,0.12
2019-05-25,I0671,디방인연,황하예,강아주,이음,유대,0.12
2019-05-25,I0671,디방인연,강아주,황하예,이음,유대,0.12
2019-05-29,I0260,디방인연,조윤민,서준윤,이음,유대,0.12
2019-05-29,I0260,디방인연,서준윤,조윤민,이음,유대,0.12
2019-05-29,I0260,디방인연,조윤민,서준윤,대화,유대,0.15
2019-05-29,I0260,디방인연,서준윤,조윤민,대화,유대,0.15
2019-05-31,I0039,디방인연,철수,황준민,이음,유대,0.12
2019-05-31,I0039,디방인연,황준민,철수,이음,유대,0.12
2019-06-04,I0837,디방인연,전아도,서은건,이음,유대,0.12
2019-06-04,I0837,디방인연,서은건,전아도,이음,유대,0.12
2019-06-04,I0837,디방인연,전아도,서은건,대화,유대,0.15
2019-06-04,I0837,디방인연,서은건,전아도,대화,유대,0.15
2019-06-08,I0107,디방인연,정연시,김연시,이음,유대,0.12
2019-06-08,I0107,디방인연,김연시,정연시,이음,유대,0.12
2019-06-08,I0107,디방인연,정연시,김연시,대화,유대,0.15
2019-06-08,I0107,디방인연,김연시,정연시,대화,유대,0.15
2019-06-09,I0265,디방인연,장아주,강람수,이음,유대,0.12
2019-06-09,I0265,디방인연,강람수,장아주,이음,유대,0.12
2019-06-09,I0265,디방인연,장아주,강람수,대화,유대,0.15
2019-06-09,I0265,디방인연,강람수,장아주,대화,유대,0.15
2019-06-15,I0294,디방인연,강도민,최준준,이음,유대,0.12
2019-06-15,I0294,디방인연,최준준,강도민,이음,유대,0.12
2019-06-19,I0291,디방인연,강도민,안람도,이음,유대,0.12
2019-06-19,I0291,디방인연,안람도,강도민,이음,유대,0.12
2019-06-19,I0291,디방인연,강도민,안람도,대화,유대,0.15
2019-06-19,I0291,디방인연,안람도,강도민,대화,유대,0.15
2019-06-23,I0184,디방인연,정연우,서하도,이음,유대,0.12
2019-06-23,I0184,디방인연,서하도,정연우,이음,유대,0.12
2019-06-29,I0077,디방인연,서은아,임시서,이음,유대,0.12
2019-06-29,I0077,디방인연,임시서,서은아,이음,유대,0.12
2019-07-02,I0002,디방인연,철수,한람지,이음,유대,0.12
2019-07-02,I0002,디방인연,한람지,철수,이음,유대,0.12
2019-07-06,I0045,디방인연,철수,정우채,이음,유대,0.12
2019-07-06,I0045,디방인연,정우채,철수,이음,유대,0.12
2019-07-08,I0491,디방인연,임우우,전주시,이음,유대,0.12
2019-07-08,I0491,디방인연,전주시,임우우,이음,유대,0.12
2019-07-08,I0491,디방인연,임우우,전주시,대화,유대,0.15
2019-07-08,I0491,디방인연,전주시,임우우,대화,유대,0.15
2019-07-09,I0348,디방인연,최시채,서채하,이음,유대,0.12
2019-07-09,I0348,디방인연,서채하,최시채,이음,유대,0.12
2019-07-09,I0348,디방인연,최시채,서채하,대화,유대,0.15
2019-07-09,I0348,디방인연,서채하,최시채,대화,유대,0.15
2019-07-11,I0781,디방인연,김건솔,박민수,이음,유대,0.12
2019-07-11,I0781,디방인연,박민수,김건솔,이음,유대,0.12
2019-07-11,I0781,디방인연,김건솔,박민수,대화,유대,0.15
2019-07-11,I0781,디방인연,박민수,김건솔,대화,유대,0.15
2019-07-12,I0115,디방인연,박민수,안람도,이음,유대,0.12
2019-07-12,I0115,디방인연,안람도,박민수,이음,유대,0.12
2019-07-18,I0887,디방인연,박준예,권채솔,이음,유대,0.12
2019-07-18,I0887,디방인연,권채솔,박준예,이음,유대,0.12
2019-07-21,I0409,디방인연,김서연,임수건,이음,유대,0.12
2019-07-21,I0409,디방인연,임수건,김서연,이음,유대,0.12
2019-07-21,I0409,디방인연,김서연,임수건,대화,유대,0.15
2019-07-21,I0409,디방인연,임수건,김서연,대화,유대,0.15
2019-07-24,I0683,디방인연,임도우,장예예,이음,유대,0.12
2019-07-24,I0683,디방인연,장예예,임도우,이음,유대,0.12
2019-07-25,I0120,디방인연,이시람,박지지,이음,유대,0.12
2019-07-25,I0120,디방인연,박지지,이시람,이음,유대,0.12
2019-07-25,I0120,디방인연,이시람,박지지,대화,유대,0.15
2019-07-25,I0120,디방인연,박지지,이시람,대화,유대,0.15
2019-08-05,I0012,디방인연,철수,박지건,이음,유대,0.12
2019-08-05,I0012,디방인연,박지건,철수,이음,유대,0.12
2019-08-05,I0579,디방인연,권시솔,장지민,이음,유대,0.12
2019-08-05,I0579,디방인연,장지민,권시솔,이음,유대,0.12
2019-08-05,I0579,디방인연,권시솔,장지민,대화,유대,0.15
2019-08-05,I0579,디방인연,장지민,권시솔,대화,유대,0.15
2019-08-09,I0217,디방인연,강도아,한람지,이음,유대,0.12
2019-08-09,I0217,디방인연,한람지,강도아,이음,유대,0.12
2019-08-10,I0708,디방인연,임현주,김채아,이음,유대,0.12
2019-08-10,I0708,디방인연,김채아,임현주,이음,유대,0.12
2019-08-12,I0278,디방인연,김연시,조윤민,이음,유대,0.12
2019-08-12,I0278,디방인연,조윤민,김연시,이음,유대,0.12
2019-08-15,I0207,디방인연,안지수,홍현서,이음,유대,0.12
2019-08-15,I0207,디방인연,홍현서,안지수,이음,유대,0.12
2019-08-26,R0840,라운지재회,윤연지,서수주,이음승급,유대,0.8
2019-08-26,R0840,라운지재회,서수주,윤연지,이음승급,유대,0.8
2019-08-28,I0156,디방인연,조주수,김준하,이음,유대,0.12
2019-08-28,I0156,디방인연,김준하,조주수,이음,유대,0.12
2019-08-28,I0156,디방인연,조주수,김준하,대화,유대,0.15
2019-08-28,I0156,디방인연,김준하,조주수,대화,유대,0.15
2019-08-28,I0852,디방인연,송연우,임시서,이음,유대,0.12
2019-08-28,I0852,디방인연,임시서,송연우,이음,유대,0.12
2019-08-28,I0924,디방인연,강민하,오연주,이음,유대,0.12
2019-08-28,I0924,디방인연,오연주,강민하,이음,유대,0.12
2019-08-28,I0924,디방인연,강민하,오연주,대화,유대,0.15
2019-08-28,I0924,디방인연,오연주,강민하,대화,유대,0.15
2019-08-28,I0924,디방인연,강민하,오연주,선물,선물,2
2019-08-28,I0924,디방인연,강민하,오연주,선물,유대,0.4
2019-09-12,I0401,디방인연,조수연,서채하,이음,유대,0.12
2019-09-12,I0401,디방인연,서채하,조수연,이음,유대,0.12
2019-09-12,I0401,디방인연,조수연,서채하,대화,유대,0.15
2019-09-12,I0401,디방인연,서채하,조수연,대화,유대,0.15
2019-09-13,I0415,디방인연,김서연,강윤주,이음,유대,0.12
2019-09-13,I0415,디방인연,강윤주,김서연,이음,유대,0.12
2019-09-13,I0730,디방인연,홍은준,한민지,이음,유대,0.12
2019-09-13,I0730,디방인연,한민지,홍은준,이음,유대,0.12
2019-09-19,I0085,디방인연,김예건,서예지,이음,유대,0.12
2019-09-19,I0085,디방인연,서예지,김예건,이음,유대,0.12
2019-10-01,I0663,디방인연,박지건,서건현,이음,유대,0.12
2019-10-01,I0663,디방인연,서건현,박지건,이음,유대,0.12
2019-10-09,R0509,라운지재회,황아예,김채아,이음승급,유대,0.8
2019-10-09,R0509,라운지재회,김채아,황아예,이음승급,유대,0.8
2019-10-10,I0729,디방인연,홍은준,정채람,이음,유대,0.12
2019-10-10,I0729,디방인연,정채람,홍은준,이음,유대,0.12
2019-10-10,I0729,디방인연,홍은준,정채람,대화,유대,0.15
2019-10-10,I0729,디방인연,정채람,홍은준,대화,유대,0.15
2019-10-12,I0670,디방인연,황하예,정수예,이음,유대,0.12
2019-10-12,I0670,디방인연,정수예,황하예,이음,유대,0.12
2019-10-25,I0386,디방인연,송채도,서건현,이음,유대,0.12
2019-10-25,I0386,디방인연,서건현,송채도,이음,유대,0.12
2019-11-02,I0831,디방인연,신준아,서지지,이음,유대,0.12
2019-11-02,I0831,디방인연,서지지,신준아,이음,유대,0.12
2019-11-02,I0831,디방인연,신준아,서지지,대화,유대,0.15
2019-11-02,I0831,디방인연,서지지,신준아,대화,유대,0.15
2019-11-04,E024,생일,박아도,송하민,선물,유대,1
2019-11-04,E024,생일,권주주,송하민,선물,유대,1
2019-11-04,E024,생일,박하채,송하민,선물,유대,1
2019-11-04,E024,생일,박민수,송하민,선물,유대,1
2019-11-04,E024,생일,장서민,송하민,선물,유대,1
2019-11-04,E024,생일,권민채,송하민,선물,유대,1
2019-11-04,E024,생일,전지준,송하민,선물,유대,1
2019-11-04,E024,생일,권아수,송하민,선물,유대,1
2019-11-04,E024,생일,박준예,송하민,선물,유대,1
2019-11-04,E024,생일,강채현,송하민,선물,유대,1
2019-11-04,E024,생일,강건도,송하민,선물,유대,1
2019-11-04,E041,정기모임,최채연,전채채,모임,유대,0.5
2019-11-04,E041,정기모임,전채채,최채연,모임,유대,0.5
2019-11-04,E041,정기모임,최채연,황채주,모임,유대,0.5
2019-11-04,E041,정기모임,황채주,최채연,모임,유대,0.5
2019-11-04,E041,정기모임,최채연,오준지,모임,유대,0.5
2019-11-04,E041,정기모임,오준지,최채연,모임,유대,0.5
2019-11-04,E041,정기모임,최채연,황아예,모임,유대,0.5
2019-11-04,E041,정기모임,황아예,최채연,모임,유대,0.5
2019-11-04,E041,정기모임,최채연,황민은,모임,유대,0.5
2019-11-04,E041,정기모임,황민은,최채연,모임,유대,0.5
2019-11-04,E041,정기모임,최채연,최아준,모임,유대,0.5
2019-11-04,E041,정기모임,최아준,최채연,모임,유대,0.5
2019-11-04,E041,정기모임,최채연,임현주,모임,유대,0.5
2019-11-04,E041,정기모임,임현주,최채연,모임,유대,0.5
2019-11-04,E041,정기모임,전채채,황채주,모임,유대,0.5
2019-11-04,E041,정기모임,황채주,전채채,모임,유대,0.5
2019-11-04,E041,정기모임,전채채,오준지,모임,유대,0.5
2019-11-04,E041,정기모임,오준지,전채채,모임,유대,0.5
2019-11-04,E041,정기모임,전채채,황아예,모임,유대,0.5
2019-11-04,E041,정기모임,황아예,전채채,모임,유대,0.5
2019-11-04,E041,정기모임,전채채,황민은,모임,유대,0.5
2019-11-04,E041,정기모임,황민은,전채채,모임,유대,0.5
2019-11-04,E041,정기모임,전채채,최아준,모임,유대,0.5
2019-11-04,E041,정기모임,최아준,전채채,모임,유대,0.5
2019-11-04,E041,정기모임,전채채,임현주,모임,유대,0.5
2019-11-04,E041,정기모임,임현주,전채채,모임,유대,0.5
2019-11-04,E041,정기모임,황채주,오준지,모임,유대,0.5
2019-11-04,E041,정기모임,오준지,황채주,모임,유대,0.5
2019-11-04,E041,정기모임,황채주,황아예,모임,유대,0.5
2019-11-04,E041,정기모임,황아예,황채주,모임,유대,0.5
2019-11-04,E041,정기모임,황채주,황민은,모임,유대,0.5
2019-11-04,E041,정기모임,황민은,황채주,모임,유대,0.5
2019-11-04,E041,정기모임,황채주,최아준,모임,유대,0.5
2019-11-04,E041,정기모임,최아준,황채주,모임,유대,0.5
2019-11-04,E041,정기모임,황채주,임현주,모임,유대,0.5
2019-11-04,E041,정기모임,임현주,황채주,모임,유대,0.5
2019-11-04,E041,정기모임,오준지,황아예,모임,유대,0.5
2019-11-04,E041,정기모임,황아예,오준지,모임,유대,0.5
2019-11-04,E041,정기모임,오준지,황민은,모임,유대,0.5
2019-11-04,E041,정기모임,황민은,오준지,모임,유대,0.5
2019-11-04,E041,정기모임,오준지,최아준,모임,유대,0.5
2019-11-04,E041,정기모임,최아준,오준지,모임,유대,0.5
2019-11-04,E041,정기모임,오준지,임현주,모임,유대,0.5
2019-11-04,E041,정기모임,임현주,오준지,모임,유대,0.5
2019-11-04,E041,정기모임,황아예,황민은,모임,유대,0.5
2019-11-04,E041,정기모임,황민은,황아예,모임,유대,0.5
2019-11-04,E041,정기모임,황아예,최아준,모임,유대,0.5
2019-11-04,E041,정기모임,최아준,황아예,모임,유대,0.5
2019-11-04,E041,정기모임,황아예,임현주,모임,유대,0.5
2019-11-04,E041,정기모임,임현주,황아예,모임,유대,0.5
2019-11-04,E041,정기모임,황민은,최아준,모임,유대,0.5
2019-11-04,E041,정기모임,최아준,황민은,모임,유대,0.5
2019-11-04,E041,정기모임,황민은,임현주,모임,유대,0.5
2019-11-04,E041,정기모임,임현주,황민은,모임,유대,0.5
2019-11-04,E041,정기모임,최아준,임현주,모임,유대,0.5
2019-11-04,E041,정기모임,임현주,최아준,모임,유대,0.5
2019-11-06,I0249,디방인연,한민지,서우솔,이음,유대,0.12
2019-11-06,I0249,디방인연,서우솔,한민지,이음,유대,0.12
2019-11-07,I0075,디방인연,서은아,박아수,이음,유대,0.12
2019-11-07,I0075,디방인연,박아수,서은아,이음,유대,0.12
2019-11-07,I0075,디방인연,서은아,박아수,선물,선물,2
2019-11-07,I0075,디방인연,서은아,박아수,선물,유대,0.4
2019-11-07,I0410,디방인연,김서연,최건예,이음,유대,0.12
2019-11-07,I0410,디방인연,최건예,김서연,이음,유대,0.12
2019-11-10,I0722,디방인연,이민지,김건솔,이음,유대,0.12
2019-11-10,I0722,디방인연,김건솔,이민지,이음,유대,0.12
2019-11-10,I0722,디방인연,이민지,김건솔,대화,유대,0.15
2019-11-10,I0722,디방인연,김건솔,이민지,대화,유대,0.15
2019-11-11,I0780,디방인연,김건솔,전주시,이음,유대,0.12
2019-11-11,I0780,디방인연,전주시,김건솔,이음,유대,0.12
2019-11-12,E067,상환,철수,강우연,상환,돈,300
2019-11-13,R0459,라운지재회,서채하,김서연,이음승급,유대,0.8
2019-11-13,R0459,라운지재회,김서연,서채하,이음승급,유대,0.8
2019-11-21,R0281,라운지재회,이서솔,이예은,이음승급,유대,0.8
2019-11-21,R0281,라운지재회,이예은,이서솔,이음승급,유대,0.8
2019-12-06,I0280,디방인연,이서솔,오수예,이음,유대,0.12
2019-12-06,I0280,디방인연,오수예,이서솔,이음,유대,0.12
2019-12-06,I0280,디방인연,이서솔,오수예,선물,선물,2
2019-12-06,I0280,디방인연,이서솔,오수예,선물,유대,0.4
2019-12-09,I0182,디방인연,정연우,최예연,이음,유대,0.12
2019-12-09,I0182,디방인연,최예연,정연우,이음,유대,0.12
2019-12-10,I0164,디방인연,김시윤,박연민,이음,유대,0.12
2019-12-10,I0164,디방인연,박연민,김시윤,이음,유대,0.12
2019-12-11,I0490,디방인연,권수솔,권채솔,이음,유대,0.12
2019-12-11,I0490,디방인연,권채솔,권수솔,이음,유대,0.12
2019-12-11,I0490,디방인연,권수솔,권채솔,대화,유대,0.15
2019-12-11,I0490,디방인연,권채솔,권수솔,대화,유대,0.15
2019-12-13,I0464,디방인연,서채하,서채아,이음,유대,0.12
2019-12-13,I0464,디방인연,서채아,서채하,이음,유대,0.12
2019-12-15,I0173,디방인연,오솔지,홍우윤,이음,유대,0.12
2019-12-15,I0173,디방인연,홍우윤,오솔지,이음,유대,0.12
2019-12-15,I0173,디방인연,오솔지,홍우윤,대화,유대,0.15
2019-12-15,I0173,디방인연,홍우윤,오솔지,대화,유대,0.15
2019-12-16,I0567,디방인연,김건주,안현준,이음,유대,0.12
2019-12-16,I0567,디방인연,안현준,김건주,이음,유대,0.12
2019-12-16,I0567,디방인연,김건주,안현준,대화,유대,0.15
2019-12-16,I0567,디방인연,안현준,김건주,대화,유대,0.15
2019-12-22,I0172,디방인연,서예지,홍현서,이음,유대,0.12
2019-12-22,I0172,디방인연,홍현서,서예지,이음,유대,0.12
2019-12-29,I0841,디방인연,윤연지,안현도,이음,유대,0.12
2019-12-29,I0841,디방인연,안현도,윤연지,이음,유대,0.12
2019-12-29,I0841,디방인연,윤연지,안현도,선물,선물,2
2019-12-29,I0841,디방인연,윤연지,안현도,선물,유대,0.4
2020-01-06,I0413,디방인연,김서연,정우채,이음,유대,0.12
2020-01-06,I0413,디방인연,정우채,김서연,이음,유대,0.12
2020-01-09,E019,생일,장서민,전우솔,선물,유대,1
2020-01-09,E019,생일,강건수,전우솔,선물,유대,1
2020-01-09,E019,생일,김시지,전우솔,선물,유대,1
2020-01-09,E019,생일,서은건,전우솔,선물,유대,1
2020-01-09,E019,생일,박윤민,전우솔,선물,유대,1
2020-01-09,E019,생일,최주준,전우솔,선물,유대,1
2020-01-09,E019,생일,김채아,전우솔,선물,유대,1
2020-01-09,E019,생일,장예예,전우솔,선물,유대,1
2020-01-09,E019,생일,송람민,전우솔,선물,유대,1
2020-01-09,E019,생일,강하시,전우솔,선물,유대,1
2020-01-09,E019,생일,홍도람,전우솔,선물,유대,1
2020-01-09,E019,생일,송연우,전우솔,선물,유대,1
2020-01-09,E019,생일,신서시,전우솔,선물,유대,1
2020-01-09,E019,생일,권수솔,전우솔,선물,유대,1
2020-01-09,I0845,디방인연,윤연지,서윤윤,이음,유대,0.12
2020-01-09,I0845,디방인연,서윤윤,윤연지,이음,유대,0.12
2020-01-11,I0557,디방인연,김예준,권시솔,이음,유대,0.12
2020-01-11,I0557,디방인연,권시솔,김예준,이음,유대,0.12
2020-01-13,I0701,디방인연,이람연,신시서,이음,유대,0.12
2020-01-13,I0701,디방인연,신시서,이람연,이음,유대,0.12
2020-01-14,I0282,디방인연,이서솔,조현현,이음,유대,0.12
2020-01-14,I0282,디방인연,조현현,이서솔,이음,유대,0.12
2020-01-15,I0141,디방인연,황람준,정주준,이음,유대,0.12
2020-01-15,I0141,디방인연,정주준,황람준,이음,유대,0.12
2020-01-15,I0141,디방인연,황람준,정주준,대화,유대,0.15
2020-01-15,I0141,디방인연,정주준,황람준,대화,유대,0.15
2020-01-16,I0910,디방인연,윤연시,홍우윤,이음,유대,0.12
2020-01-16,I0910,디방인연,홍우윤,윤연시,이음,유대,0.12
2020-01-16,I0910,디방인연,윤연시,홍우윤,선물,선물,2
2020-01-16,I0910,디방인연,윤연시,홍우윤,선물,유대,0.4
2020-01-17,E052,돈빌림,장윤예,이민윤,대여,돈,203
2020-01-19,I0345,디방인연,한윤아,권수솔,이음,유대,0.12
2020-01-19,I0345,디방인연,권수솔,한윤아,이음,유대,0.12
2020-01-21,I0344,디방인연,한윤아,조현도,이음,유대,0.12
2020-01-21,I0344,디방인연,조현도,한윤아,이음,유대,0.12
2020-01-21,I0344,디방인연,한윤아,조현도,대화,유대,0.15
2020-01-21,I0344,디방인연,조현도,한윤아,대화,유대,0.15
2020-01-23,I0347,디방인연,최시채,송하은,이음,유대,0.12
2020-01-23,I0347,디방인연,송하은,최시채,이음,유대,0.12
2020-01-29,I0594,디방인연,정주준,한수현,이음,유대,0.12
2020-01-29,I0594,디방인연,한수현,정주준,이음,유대,0.12
2020-02-01,I0753,디방인연,황시시,이시도,이음,유대,0.12
2020-02-01,I0753,디방인연,이시도,황시시,이음,유대,0.12
2020-02-01,R0917,라운지재회,윤연시,한예우,이음승급,유대,0.8
2020-02-01,R0917,라운지재회,한예우,윤연시,이음승급,유대,0.8
2020-02-02,I0130,디방인연,이시람,정준람,이음,유대,0.12
2020-02-02,I0130,디방인연,정준람,이시람,이음,유대,0.12
2020-02-03,R0408,라운지재회,김서연,임아건,이음승급,유대,0.8
2020-02-03,R0408,라운지재회,임아건,김서연,이음승급,유대,0.8
2020-02-07,R0691,라운지재회,장솔아,윤은은,이음승급,유대,0.8
2020-02-07,R0691,라운지재회,윤은은,장솔아,이음승급,유대,0.8
2020-02-12,I0326,디방인연,김채아,송준도,이음,유대,0.12
2020-02-12,I0326,디방인연,송준도,김채아,이음,유대,0.12
2020-02-13,I0027,디방인연,철수,서은아,이음,유대,0.12
2020-02-13,I0027,디방인연,서은아,철수,이음,유대,0.12
2020-02-13,I0027,디방인연,철수,서은아,선물,선물,2
2020-02-13,I0027,디방인연,철수,서은아,선물,유대,0.4
2020-02-18,I0269,디방인연,김연시,조현도,이음,유대,0.12
2020-02-18,I0269,디방인연,조현도,김연시,이음,유대,0.12
2020-02-18,I0269,디방인연,김연시,조현도,대화,유대,0.15
2020-02-18,I0269,디방인연,조현도,김연시,대화,유대,0.15
2020-02-18,I0939,디방인연,신채도,김준하,이음,유대,0.12
2020-02-18,I0939,디방인연,김준하,신채도,이음,유대,0.12
2020-02-18,I0939,디방인연,신채도,김준하,대화,유대,0.15
2020-02-18,I0939,디방인연,김준하,신채도,대화,유대,0.15
2020-03-01,I0530,디방인연,정연현,서예지,이음,유대,0.12
2020-03-01,I0530,디방인연,서예지,정연현,이음,유대,0.12
2020-03-16,I0322,디방인연,김채아,안솔민,이음,유대,0.12
2020-03-16,I0322,디방인연,안솔민,김채아,이음,유대,0.12
2020-03-16,I0352,디방인연,최시채,김시윤,이음,유대,0.12
2020-03-16,I0352,디방인연,김시윤,최시채,이음,유대,0.12
2020-03-17,I0276,디방인연,김연시,강연하,이음,유대,0.12
2020-03-17,I0276,디방인연,강연하,김연시,이음,유대,0.12
2020-03-17,I0502,디방인연,오연주,강하우,이음,유대,0.12
2020-03-17,I0502,디방인연,강하우,오연주,이음,유대,0.12
2020-03-17,I0502,디방인연,오연주,강하우,대화,유대,0.15
2020-03-17,I0502,디방인연,강하우,오연주,대화,유대,0.15
2020-03-18,I0661,디방인연,박지건,안연예,이음,유대,0.12
2020-03-18,I0661,디방인연,안연예,박지건,이음,유대,0.12
2020-03-21,I0691,디방인연,장솔아,윤은은,이음,유대,0.12
2020-03-21,I0691,디방인연,윤은은,장솔아,이음,유대,0.12
2020-03-25,I0250,디방인연,강시도,최주준,이음,유대,0.12
2020-03-25,I0250,디방인연,최주준,강시도,이음,유대,0.12
2020-03-25,I0250,디방인연,강시도,최주준,대화,유대,0.15
2020-03-25,I0250,디방인연,최주준,강시도,대화,유대,0.15
2020-03-27,I0964,디방인연,박건현,송도건,이음,유대,0.12
2020-03-27,I0964,디방인연,송도건,박건현,이음,유대,0.12
2020-03-28,R0910,라운지재회,윤연시,홍우윤,이음승급,유대,0.8
2020-03-28,R0910,라운지재회,홍우윤,윤연시,이음승급,유대,0.8
2020-03-29,I0370,디방인연,한수현,신시서,이음,유대,0.12
2020-03-29,I0370,디방인연,신시서,한수현,이음,유대,0.12
2020-03-29,I0655,디방인연,서연채,홍은시,이음,유대,0.12
2020-03-29,I0655,디방인연,홍은시,서연채,이음,유대,0.12
2020-03-29,I0655,디방인연,서연채,홍은시,대화,유대,0.15
2020-03-29,I0655,디방인연,홍은시,서연채,대화,유대,0.15
2020-03-30,I0406,디방인연,조수연,강우준,이음,유대,0.12
2020-03-30,I0406,디방인연,강우준,조수연,이음,유대,0.12
2020-03-31,E058,돈빌림,서건아,전채시,대여,돈,207
2020-04-04,I0508,디방인연,황아예,최시채,이음,유대,0.12
2020-04-04,I0508,디방인연,최시채,황아예,이음,유대,0.12
2020-04-04,I0508,디방인연,황아예,최시채,대화,유대,0.15
2020-04-04,I0508,디방인연,최시채,황아예,대화,유대,0.15
2020-04-04,I0581,디방인연,권시솔,조현도,이음,유대,0.12
2020-04-04,I0581,디방인연,조현도,권시솔,이음,유대,0.12
2020-04-12,I0033,디방인연,철수,전아도,이음,유대,0.12
2020-04-12,I0033,디방인연,전아도,철수,이음,유대,0.12
2020-04-13,I0251,디방인연,강시도,송연예,이음,유대,0.12
2020-04-13,I0251,디방인연,송연예,강시도,이음,유대,0.12
2020-04-23,I0448,디방인연,김람연,오건연,이음,유대,0.12
2020-04-23,I0448,디방인연,오건연,김람연,이음,유대,0.12
2020-04-24,I0113,디방인연,박민수,안채채,이음,유대,0.12
2020-04-24,I0113,디방인연,안채채,박민수,이음,유대,0.12
2020-05-02,I0047,디방인연,철수,김시지,이음,유대,0.12
2020-05-02,I0047,디방인연,김시지,철수,이음,유대,0.12
2020-05-03,I0942,디방인연,신채도,이람연,이음,유대,0.12
2020-05-03,I0942,디방인연,이람연,신채도,이음,유대,0.12
2020-05-03,I0942,디방인연,신채도,이람연,대화,유대,0.15
2020-05-03,I0942,디방인연,이람연,신채도,대화,유대,0.15
2020-05-04,I0726,디방인연,홍은준,이아우,이음,유대,0.12
2020-05-04,I0726,디방인연,이아우,홍은준,이음,유대,0.12
2020-05-12,E037,정기모임,한윤아,장솔아,모임,유대,0.5
2020-05-12,E037,정기모임,장솔아,한윤아,모임,유대,0.5
2020-05-12,E037,정기모임,한윤아,이민지,모임,유대,0.5
2020-05-12,E037,정기모임,이민지,한윤아,모임,유대,0.5
2020-05-12,E037,정기모임,한윤아,최서시,모임,유대,0.5
2020-05-12,E037,정기모임,최서시,한윤아,모임,유대,0.5
2020-05-12,E037,정기모임,한윤아,최채윤,모임,유대,0.5
2020-05-12,E037,정기모임,최채윤,한윤아,모임,유대,0.5
2020-05-12,E037,정기모임,장솔아,이민지,모임,유대,0.5
2020-05-12,E037,정기모임,이민지,장솔아,모임,유대,0.5
2020-05-12,E037,정기모임,장솔아,최서시,모임,유대,0.5
2020-05-12,E037,정기모임,최서시,장솔아,모임,유대,0.5
2020-05-12,E037,정기모임,장솔아,최채윤,모임,유대,0.5
2020-05-12,E037,정기모임,최채윤,장솔아,모임,유대,0.5
2020-05-12,E037,정기모임,이민지,최서시,모임,유대,0.5
2020-05-12,E037,정기모임,최서시,이민지,모임,유대,0.5
2020-05-12,E037,정기모임,이민지,최채윤,모임,유대,0.5
2020-05-12,E037,정기모임,최채윤,이민지,모임,유대,0.5
2020-05-12,E037,정기모임,최서시,최채윤,모임,유대,0.5
2020-05-12,E037,정기모임,최채윤,최서시,모임,유대,0.5
2020-05-12,I0021,디방인연,철수,김시윤,이음,유대,0.12
2020-05-12,I0021,디방인연,김시윤,철수,이음,유대,0.12
2020-05-14,I0025,디방인연,철수,최채윤,이음,유대,0.12
2020-05-14,I0025,디방인연,최채윤,철수,이음,유대,0.12
2020-05-14,I0025,디방인연,철수,최채윤,대화,유대,0.15
2020-05-14,I0025,디방인연,최채윤,철수,대화,유대,0.15
2020-05-17,I0695,디방인연,이람연,김준하,이음,유대,0.12
2020-05-17,I0695,디방인연,김준하,이람연,이음,유대,0.12
2020-05-17,I0695,디방인연,이람연,김준하,대화,유대,0.15
2020-05-17,I0695,디방인연,김준하,이람연,대화,유대,0.15
2020-05-23,I0378,디방인연,송채도,강은건,이음,유대,0.12
2020-05-23,I0378,디방인연,강은건,송채도,이음,유대,0.12
2020-05-24,I0155,디방인연,조주수,이예은,이음,유대,0.12
2020-05-24,I0155,디방인연,이예은,조주수,이음,유대,0.12
2020-05-24,I0668,디방인연,박지건,송서수,이음,유대,0.12
2020-05-24,I0668,디방인연,송서수,박지건,이음,유대,0.12
2020-05-24,I0668,디방인연,박지건,송서수,대화,유대,0.15
